request_id,created_at,status_code,time_to_first_token,time_to_completion,model,api_key_id,project_id,input_tokens,input_non_cached_tokens,input_cached_tokens,input_audio_seconds,output_tokens
req_01khscr1cxenbrs1217bd5pg9j,1771452499357,200,0.250384,0.604961,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,269,269,0,0,100
req_01khscqmyqedmvy74b8w68b75p,1771452486615,200,0.087806,0.376226,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,275,275,0,0,76
req_01khschpm1etntcj87da4s8xfn,1771452291713,200,0.044952,0.383726,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,263,263,0,0,81
req_01khscemrrecsb1f3nt823y7re,1771452191512,200,0.022525,0.172925,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,247,247,0,0,39
req_01khscdvp1f3svare5xkafxzxf,1771452165825,200,0.22799,0.362289,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,246,246,0,0,32
req_01khsccxcpe4vr87fjy0ytejx4,1771452134806,200,0.060505,0.32328,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,246,246,0,0,45
req_01khsc98q6epzap2e5wfcny27m,1771452015334,200,0.086897,0.634179,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,249,249,0,0,84
req_01khsb6hzce72vsy4gx0efnksw,1771450877932,200,0.035853,0.356317,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,265,265,0,0,83
req_01khsb5tzde4fv2vre2p6r91y2,1771450854381,200,0.066444,0.350329,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,268,268,0,0,64
req_01khsb59pve1wbjj9eyd4cz3qj,1771450836699,200,0.087905,0.511051,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,270,270,0,0,93
req_01khsaxjsaf5ntvn7k4qknp3v9,1771450583850,200,0.060951,0.380171,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,374,374,0,0,77
req_01khsak5ayfjvv7qxrt1wrbzaq,1771450242398,200,0.256563,0.616515,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,324,324,0,0,75
req_01khs9kxv7e7w8q0kj17937e9n,1771449218919,200,0.184461,0.57087,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,244,244,0,0,82
req_01khs9kfvef4dtmq9hp19hzx2p,1771449204590,200,0.180588,0.492747,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,267,267,0,0,84
req_01khs9jm05evs84vzp3bcyret1,1771449176069,200,0.240928,0.600958,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,243,243,0,0,68
req_01khs9cx9yf0faqc2ys5h98sbr,1771448988991,200,0.09471,0.513778,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,243,243,0,0,74
req_01khs9c0pff6mtsz5dg4wz2wa9,1771448959695,200,0.02475,0.320986,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,262,262,0,0,74
req_01khs8qk8jf1281kn27xq72fxp,1771448290578,200,0.020835,0.2264,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,49,49,0,0,54
req_01khs8cgy0e36spk31t4b93yk0,1771447927744,200,0.051158,0.291467,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,214,214,0,0,57
req_01khs88w2sfr4vbc5daf3k74fa,1771447808089,200,0.252314,0.688843,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,219,219,0,0,76
req_01khs8858xfcpsfffgrqpgaeb9,1771447784733,200,0.052346,0.281511,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,328,328,0,0,61
req_01khs85g4xf89a2w07nqxd2yv6,1771447697565,200,0.162324,0.59682,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,338,338,0,0,138
req_01khs83nqrf4et427wegtkyya2,1771447637752,200,0.163114,0.386282,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,199,199,0,0,54
req_01khs83dfjev4bdyk4cr5aez4g,1771447629298,200,0.031406,0.375477,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,196,196,0,0,70
req_01khs7zrn4ed1ryzqdfdr223cc,1771447509668,200,0.097417,0.353828,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,116,116,0,0,63
req_01khs7zhd4e0trr5nxhgksnkbb,1771447502244,500,0,6.187524,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,0,0,0,0,0,"{\"code\":\"\",\"message\":\"Internal Server Error\",\"param\":\"\",\"type\":\"internal_server_error\"}"
req_01khs7ssx2fmwsrx27xd6zkgz6,1771447314338,200,0.058116,0.194673,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,114,114,0,0,35
req_01khs7s5v9f648cbs39991gmxv,1771447293801,200,0.047648,0.210905,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,118,118,0,0,45
req_01khs73spefywrskk33c2pywjc,1771446593230,200,0.262622,0.462104,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,118,118,0,0,58
req_01khs5qbs5fj3808k8qjj4txy2,1771445137189,200,0.02793,0.199862,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,119,119,0,0,38
req_01khs5q403fjmvr34nt2cjr8g0,1771445129219,200,0.187991,0.356987,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,115,115,0,0,40
req_01khs5pm2zerjasqxekytcexxe,1771445112927,200,0.064856,0.146006,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,119,119,0,0,27
req_01khs5p1kzfb09zd0dthdd60fm,1771445094015,200,0.068052,0.151906,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,116,116,0,0,26
req_01khs35z7kf2j8hb7skjqddbb9,1771442470131,200,0.019642,0.09032,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,75,75,0,0,25
req_01khs34vjsezjr1jw9cd55rfvb,1771442433625,200,0.04666,0.069775,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,72,72,0,0,9
req_01khs315azfc3rg32qf8ap6dre,1771442312543,200,0.171868,0.33166,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,76,76,0,0,36
req_01khs30hcfefhvetr5jsbtz35k,1771442292111,200,0.015916,0.147379,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,73,73,0,0,25
req_01khs2xj7we1tvn8z8j530br8f,1771442194684,200,0.054994,0.200323,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,75,75,0,0,36
req_01khs2vp8afv38h2aps9p9a1ka,1771442133258,200,0.063846,0.204692,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,86,86,0,0,47
req_01khs2t1b0empbyddcsdxfhsb6,1771442079072,200,0.050158,0.153252,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,73,73,0,0,25
req_01khrptmx3erwt1hwgf8bjzsyt,1771429516195,200,0.01307,0.123747,llama-3.3-70b-versatile,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,48,48,0,0,47
req_01khrps1hnemqv8hjndg2rv6qg,1771429463605,400,0,0.001433,llama3-70b-8192,key_01khq7zxv8emdstpf7qejngq60,project_01kcqq8r2pf1pt2vv167gq4x05,0,0,0,0,0,"{\"code\":\"model_decommissioned\",\"message\":\"The model `llama3-70b-8192` has been decommissioned and is no longer supported. Please refer to https://console.groq.com/docs/deprecations for a recommendation on which model to use instead.\",\"param\":\"\",\"type\":\"invalid_request_error\"}"
